Location,Crossnumber,PlantletID,Mother,Father,Germination_Date,Germination_Submission_Date,Copies,Subculture_Date,Number_Rooting,Date_of_Rooting,Number_Sent_Out,Sending_Out_Date,Weaning_2_Plantlets,Weaning_2_Date,Number_in_Screenhouse,Screenhouse_Transfer_Date,Number_in_Hardening,Hardening_Date,Number_in_Openfield,Openfield_Transfer_Date
Sendusu,SE201811_(162658C1/132339),SE201811_(162658C1/132339)_1,ITC1354,8075-7,2019-05-13,2019-05-14T10:03:16,,,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_1,29364S-2,7197-2,2019-05-13,2019-05-14T11:13:18,1.0,2019-10-16,1.0,2020-01-08,2.0,2020-01-27,1.0,2020-02-10,1.0,2020-03-25,1.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_7,29364S-2,7197-2,2019-05-21,2019-05-14T11:13:18,,,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_6,29364S-2,7197-2,2019-05-21,2019-05-14T11:13:18,,,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_4,29364S-2,7197-2,2019-05-21,2019-05-14T11:13:18,,,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_5,29364S-2,7197-2,2019-05-21,2019-05-14T11:13:18,,,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_3,29364S-2,7197-2,2019-05-30,2019-05-14T11:13:18,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-06-24,1.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201812_(162435C1/132708),SE201812_(162435C1/132708)_2,29364S-2,7197-2,2019-05-30,2019-05-14T11:13:18,9.0,2019-09-06,4.0,2019-10-08,4.0,2019-11-25,4.0,2019-11-28,4.0,2020-02-19,2.0,2020-06-16,2.0,2020-09-21
Sendusu,SE201810_(162374C1/132566),SE201810_(162374C1/132566)_1,29275S-1,8075-7,2019-04-24,2019-05-22T12:11:02,8.0,2019-08-29,5.0,2020-02-24,9.0,2020-03-09,4.0,2020-03-23,4.0,2020-04-20,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201901_(163002C1/132635),SE201901_(163002C1/132635)_1,Nakasabira,7197-2,2019-05-30,2019-06-07T11:50:18,7.0,2019-10-16,,,,,,,,,,,,
Sendusu,SE201901_(163002C1/132635),SE201901_(163002C1/132635)_2,Nakasabira,7197-2,2019-05-30,2019-06-07T11:50:18,7.0,2019-10-16,,,,,,,,,,,,
Sendusu,SE201811_(162926C1/132684),SE201811_(162926C1/132684)_1,Entukura,7197-2,2019-05-30,2019-06-07T11:50:19,8.0,2019-10-16,2.0,2020-06-05,2.0,2020-06-15,2.0,2020-06-22,2.0,2020-08-10,2.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201901_(162786C1/132635),SE201901_(162786C1/132635)_1,ITC1354,7197-2,2019-05-21,2019-06-13T11:20:42,2.0,2019-10-16,3.0,2020-01-08,4.0,2020-01-27,4.0,2020-02-07,2.0,2020-04-21,2.0,2020-06-16,2.0,2020-09-21
Sendusu,SE201901_(162589C1/132635),SE201901_(162589C1/132635)_1,ITC1354,7197-2,2019-05-30,2019-06-19T08:17:26,,,,,,,,,,,,,,
Sendusu,SE201901_(162589C1/132635),SE201901_(162589C1/132635)_2,ITC1354,7197-2,2019-05-30,2019-06-19T08:17:26,,,,,,,,,,,,,,
Sendusu,SE201901_(162589C1/132635),SE201901_(162589C1/132635)_3,ITC1354,7197-2,2019-05-30,2019-06-19T08:17:26,9.0,2019-10-16,4.0,2020-06-05,4.0,2020-06-15,3.0,2020-06-22,3.0,2020-08-10,3.0,2020-11-11,3.0,2020-11-12
Sendusu,SE201901_(162589C1/132635),SE201901_(162589C1/132635)_4,ITC1354,7197-2,2019-05-30,2019-06-19T08:17:26,,,,,,,,,,,,,,
Sendusu,SE201901_(162921C1/132316),SE201901_(162921C1/132316)_1,Nfuuka,8075-7,2019-05-20,2019-06-19T08:30:06,7.0,2019-09-06,3.0,2019-11-27,3.0,2019-12-11,3.0,2019-12-17,2.0,2020-01-29,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201903_(162849C1/132373),SE201903_(162849C1/132373)_2,Nakasabira,7197-2,2019-06-06,2019-06-19T08:35:20,23.0,2019-09-26,9.0,2020-02-24,9.0,2020-03-16,8.0,2020-03-23,4.0,2020-06-05,7.0,2020-08-25,4.0,2020-09-04
Sendusu,SE201903_(162849C1/132373),SE201903_(162849C1/132373)_2,Nakasabira,7197-2,2019-06-06,2019-06-19T08:35:20,23.0,2019-09-26,9.0,2020-02-24,9.0,2020-03-16,8.0,2020-03-23,3.0,2020-09-17,7.0,2020-08-25,4.0,2020-09-04
Sendusu,SE201903_(162849C1/132373),SE201903_(162849C1/132373)_3,Nakasabira,7197-2,2019-06-06,2019-06-19T08:35:20,,,,,,,,,,,,,,
Sendusu,SE201903_(162849C1/132373),SE201903_(162849C1/132373)_1,Nakasabira,7197-2,2019-06-06,2019-06-19T08:35:20,5.0,2019-10-23,4.0,2020-01-08,8.0,2020-01-27,4.0,2020-02-10,1.0,2020-03-25,1.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201903_(162849C1/132373),SE201903_(162849C1/132373)_1,Nakasabira,7197-2,2019-06-06,2019-06-19T08:35:20,5.0,2019-10-23,4.0,2020-01-08,8.0,2020-01-27,4.0,2020-02-10,2.0,2020-03-13,1.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201902_(162730C1/132470),SE201902_(162730C1/132470)_1,Nfuuka,7197-2,2019-06-19,2019-06-19T08:42:26,5.0,2019-09-06,3.0,2020-01-08,6.0,2020-01-27,3.0,2020-02-07,3.0,2020-03-25,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162730C1/132470),SE201902_(162730C1/132470)_2,Nfuuka,7197-2,2019-06-24,2019-06-19T08:42:26,,,,,,,,,,,,,,
Sendusu,SE201902_(162730C1/132470),SE201902_(162730C1/132470)_3,Nfuuka,7197-2,2019-07-23,2019-06-19T08:42:26,13.0,2020-01-16,4.0,2020-11-05,4.0,2020-11-23,4.0,2020-12-02,,,,,,
Sendusu,SE201902_(162710C1/132383),SE201902_(162710C1/132383)_1,Tereza,7197-2,2019-06-19,2019-06-19T08:43:55,5.0,2019-09-06,3.0,2019-10-08,6.0,2019-11-25,3.0,2019-12-02,2.0,2020-02-19,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(163268C1/132386),SE201902_(163268C1/132386)_1,Nakasabira,TMB2X5265-1,2019-06-19,2019-06-19T08:47:02,28.0,2019-10-23,,,,,,,,,,,,
Sendusu,SE201902_(162898C1/132624),SE201902_(162898C1/132624)_1,ITC1354,TMB2X5265-1,2019-06-24,2019-07-10T08:09:29,,,,,,,,,,,,,,
Sendusu,SE201902_(163238C1/132696),SE201902_(163238C1/132696)_1,Tereza,8075-7,2019-06-24,2019-07-10T08:09:30,4.0,2019-10-16,2.0,2020-02-24,2.0,2020-03-09,,,,,,,,
Sendusu,SE201902_(163238C1/132696),SE201902_(163238C1/132696)_2,Tereza,8075-7,2019-06-24,2019-07-10T08:09:30,3.0,2019-11-15,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_2,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,4.0,2019-09-06,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_8,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,,,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_7,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,5.0,2020-01-16,2.0,2020-03-30,2.0,2020-04-22,2.0,2020-04-23,2.0,2020-06-24,2.0,2020-09-02,2.0,2020-09-04
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_6,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,6.0,2019-10-23,4.0,2020-02-24,4.0,2020-03-16,4.0,2020-03-23,3.0,2020-06-11,3.0,2020-09-03,6.0,2020-09-14
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_5,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,6.0,2019-10-16,3.0,2020-03-04,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_1,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,1.0,2020-01-16,2.0,2020-04-27,3.0,2020-05-11,2.0,2020-05-22,1.0,2020-06-24,2.0,2020-09-02,2.0,2020-09-04
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_1,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,1.0,2020-01-16,2.0,2020-04-27,3.0,2020-05-11,2.0,2020-05-22,1.0,2020-08-10,2.0,2020-09-02,2.0,2020-09-04
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_1,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,1.0,2020-01-16,2.0,2020-04-27,3.0,2020-05-11,2.0,2020-05-22,1.0,2020-09-17,2.0,2020-09-02,2.0,2020-09-04
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_3,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,11.0,2019-09-06,4.0,2019-10-08,4.0,2019-11-25,4.0,2019-12-02,1.0,2020-01-29,1.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_9,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,6.0,2020-03-03,2.0,2020-06-05,2.0,2020-06-15,2.0,2020-06-22,2.0,2020-08-10,2.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_4,29275S-1,8075-7,2019-07-08,2019-07-10T09:17:22,3.0,2019-11-15,3.0,2020-01-08,6.0,2020-01-27,6.0,2020-02-07,1.0,2020-03-25,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_23,29275S-1,8075-7,2019-07-23,2019-07-10T09:17:22,,,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_21,29275S-1,8075-7,2019-07-23,2019-07-10T09:17:22,14.0,2020-01-15,5.0,2020-06-05,5.0,2020-06-15,4.0,2020-06-22,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_20,29275S-1,8075-7,2019-07-23,2019-07-10T09:17:22,14.0,2020-01-16,4.0,2020-08-23,4.0,2020-09-01,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_24,29275S-1,8075-7,2019-08-07,2019-07-10T09:17:22,10.0,2019-09-06,3.0,2019-10-08,3.0,2019-11-25,3.0,2019-12-02,3.0,2020-02-19,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_25,29275S-1,8075-7,2019-08-07,2019-07-10T09:17:22,5.0,2020-01-16,2.0,2020-03-30,2.0,2020-04-22,2.0,2020-04-23,2.0,2020-06-05,2.0,2020-08-25,1.0,2020-09-04
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_26,29275S-1,8075-7,2019-08-07,2019-07-10T09:17:22,,,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),SE201902_(162421C1/132608)_27,29275S-1,8075-7,2019-08-07,2019-07-10T09:17:22,8.0,2019-09-06,4.0,2019-11-27,4.0,2019-12-11,4.0,2019-12-17,4.0,2020-01-29,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_12,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,,,,,,,,,,,,,,
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_8,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,5.0,2020-01-15,4.0,2020-03-30,3.0,2020-04-22,3.0,2020-04-23,3.0,2020-06-05,3.0,2020-08-25,1.0,2020-09-04
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_7,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,8.0,2019-09-06,4.0,2019-10-08,4.0,2019-11-25,4.0,2019-11-28,4.0,2020-02-19,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_6,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,4.0,2019-10-16,4.0,2020-03-04,2.0,2020-04-22,2.0,2020-04-27,2.0,2020-05-25,2.0,2020-08-24,1.0,2020-09-03
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_5,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,5.0,2020-01-15,3.0,2020-03-30,3.0,2020-04-22,4.0,2020-04-27,1.0,2020-06-02,2.0,2020-08-25,1.0,2020-09-03
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_4,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,13.0,2020-01-16,4.0,2020-07-30,4.0,2020-08-06,4.0,2020-08-12,4.0,2020-09-22,4.0,2020-11-26,2.0,2020-12-01
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_2,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,16.0,2020-01-16,4.0,2020-06-05,4.0,2020-06-15,4.0,2020-06-22,,,,,,
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_1,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,1.0,2020-02-10,1.0,2020-04-27,1.0,2020-05-21,1.0,2020-05-28,1.0,2020-06-24,1.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201902_(162449C1/132494),SE201902_(162449C1/132494)_3,29275S-4,7197-2,2019-07-23,2019-07-24T06:38:48,1.0,2019-10-16,2.0,2020-01-08,2.0,2020-01-27,1.0,2020-02-10,1.0,2020-03-25,1.0,2020-09-18,1.0,2020-09-21
Sendusu,SE201903_(163325C1/132608),SE201903_(163325C1/132608)_2,ITC1354,8075-7,2019-07-23,2019-07-24T06:53:52,3.0,2019-10-23,3.0,2019-11-27,3.0,2019-12-11,3.0,2019-12-17,1.0,2020-01-29,1.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201903_(163325C1/132608),SE201903_(163325C1/132608)_1,ITC1354,8075-7,2019-07-23,2019-07-24T06:53:52,7.0,2020-01-16,2.0,2020-06-05,2.0,2020-06-15,2.0,2020-06-22,2.0,2020-08-10,2.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201903_(163325C1/132608),SE201903_(163325C1/132608)_1,ITC1354,8075-7,2019-07-23,2019-07-24T06:53:52,7.0,2020-01-16,2.0,2020-06-05,2.0,2020-06-15,2.0,2020-06-22,2.0,2020-09-17,2.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201903_(163325C1/132608),SE201903_(163325C1/132608)_3,ITC1354,8075-7,2019-08-15,2019-07-24T06:53:52,,,,,,,,,,,,,,
Sendusu,SE201902_(163152C1/132512),SE201902_(163152C1/132512)_2,Nfuuka,7197-2,2019-07-23,2019-07-24T08:26:27,3.0,2019-10-16,,,,,,,,,,,,
Sendusu,SE201902_(163152C1/132512),SE201902_(163152C1/132512)_1,Nfuuka,7197-2,2019-07-23,2019-07-24T08:26:27,4.0,2019-10-16,2.0,2020-02-24,2.0,2020-03-16,2.0,2020-03-23,2.0,2020-04-20,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_18,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_19,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,10.0,2020-01-21,2.0,2020-06-11,2.0,2020-08-04,2.0,2020-08-12,2.0,2020-09-22,2.0,2020-11-26,2.0,2020-12-01
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_20,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,3.0,2019-09-05,8.0,2019-11-27,7.0,2020-01-27,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_17,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,13.0,2020-01-16,4.0,2020-06-05,3.0,2020-06-15,3.0,2020-06-22,3.0,2020-08-10,3.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_16,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_2,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_14,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,9.0,2019-10-16,4.0,2020-02-24,3.0,2020-03-16,2.0,2020-03-23,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_15,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,9.0,2019-11-15,4.0,2020-02-24,4.0,2020-03-16,4.0,2020-03-23,3.0,2020-04-20,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_1,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_3,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,9.0,2020-01-16,5.0,2020-06-11,4.0,2020-08-04,4.0,2020-08-12,4.0,2020-09-22,4.0,2020-11-26,2.0,2020-12-01
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_5,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-05-21,1.0,2020-08-25,1.0,2020-09-03
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_6,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,2.0,2020-01-15,1.0,2020-04-27,1.0,2020-05-21,1.0,2020-05-28,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_7,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_4,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_9,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,9.0,2019-09-06,4.0,2020-01-08,8.0,2020-01-27,4.0,2020-02-10,4.0,2020-03-25,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_10,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,7.0,2019-08-29,2.0,2019-11-27,2.0,2019-12-11,2.0,2019-12-17,2.0,2020-01-29,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_11,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,10.0,2019-11-15,7.0,2020-03-04,4.0,2020-04-22,4.0,2020-04-28,3.0,2020-06-05,3.0,2020-08-25,2.0,2020-09-04
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_12,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-05-21,1.0,2020-08-24,1.0,2020-09-03
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_13,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_8,25974S-17,8075-7,2019-08-07,2019-08-08T07:56:57,,,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_21,25974S-17,8075-7,2019-08-26,2019-08-08T07:56:57,1.0,2020-01-16,1.0,2020-03-30,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),SE201902_(162450C1/132447)_22,25974S-17,8075-7,2019-09-02,2019-08-08T07:56:57,3.0,2019-10-23,4.0,2019-11-27,4.0,2019-12-11,4.0,2019-12-17,3.0,2020-01-29,2.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201903_(163382C1/132701),SE201903_(163382C1/132701)_1,ITC1355,TMB2X5265-1,2019-08-07,2019-08-08T08:00:43,9.0,2020-01-16,3.0,2020-03-30,3.0,2020-04-22,3.0,2020-04-27,4.0,2020-06-24,4.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201903_(163382C1/132701),SE201903_(163382C1/132701)_2,ITC1355,TMB2X5265-1,2019-08-07,2019-08-08T08:00:43,1.0,2020-01-16,1.0,2020-04-27,1.0,2020-05-19,1.0,2020-05-22,1.0,2020-06-24,1.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201902_(163060C1/132680),SE201902_(163060C1/132680)_1,ITC1354,SH3362,2019-08-07,2019-08-08T08:02:52,,,,,,,,,,,,,,
Sendusu,SE201903_(163409C1/132623),SE201903_(163409C1/132623)_1,ITC1355,SH3217,2019-08-07,2019-08-08T08:04:39,2.0,2019-10-23,22.0,2019-11-27,3.0,2019-12-11,2.0,2019-12-17,2.0,2020-01-29,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201903_(163363C1/132604),SE201903_(163363C1/132604)_1,Entukura,SH3362,2019-08-07,2019-08-08T08:06:38,6.0,2019-10-16,3.0,2020-02-24,6.0,2020-03-12,4.0,2020-03-23,4.0,2020-04-20,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201903_(163363C1/132604),SE201903_(163363C1/132604)_2,Entukura,SH3362,2019-08-26,2019-08-08T08:06:38,4.0,2019-10-16,4.0,2020-01-08,4.0,2020-02-05,4.0,2020-02-10,4.0,2020-03-25,2.0,2020-06-16,2.0,2020-06-17
Sendusu,SE201903_(163363C1/132604),SE201903_(163363C1/132604)_4,Entukura,SH3362,2019-09-11,2019-08-08T08:06:38,5.0,2020-01-16,4.0,2020-03-30,4.0,2020-04-22,4.0,2020-04-27,3.0,2020-06-02,3.0,2020-08-25,2.0,2020-09-03
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_50,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,10.0,2020-01-16,3.0,2020-06-05,3.0,2020-06-15,2.0,2020-06-22,2.0,2020-08-10,2.0,2020-11-11,2.0,2020-11-12
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_55,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-05-21,1.0,2020-08-25,1.0,2020-09-03
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_54,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,6.0,2019-10-23,6.0,2020-03-04,3.0,2020-04-22,3.0,2020-04-23,3.0,2020-06-05,3.0,2020-08-25,2.0,2020-09-04
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_53,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,,,,,,,,,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_52,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,10.0,2020-01-16,5.0,2020-06-05,5.0,2020-06-15,4.0,2020-06-22,1.0,2020-09-22,2.0,2020-11-12,1.0,2020-11-16
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_51,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,7.0,2019-10-16,,,,,,,,,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_49,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,,,,,,,,,,,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_42,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-04-27,2.0,2020-05-19,1.0,2020-05-22,1.0,2020-06-24,1.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_47,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,17.0,2020-01-16,4.0,2020-07-30,4.0,2020-08-06,4.0,2020-08-12,1.0,2020-12-22,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_46,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,9.0,2020-01-15,4.0,2020-06-05,4.0,2020-06-15,4.0,2020-06-22,1.0,2020-08-10,1.0,2020-11-11,1.0,2020-11-12
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_45,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,3.0,2020-01-16,,,,,,,,,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_44,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-06-24,1.0,2020-09-02,1.0,2020-09-04
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_43,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-05-25,1.0,2020-08-24,1.0,2020-09-03
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_56,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,2.0,2019-10-16,,,,,,,,,,,,
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_41,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,2.0,2019-10-23,1.0,2020-01-08,1.0,2020-02-05,1.0,2020-02-10,1.0,2020-03-25,1.0,2020-06-16,1.0,2020-06-17
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_48,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-03-30,1.0,2020-04-22,1.0,2020-04-24,1.0,2020-05-21,1.0,2020-08-25,1.0,2020-09-03
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_40,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,1.0,2020-04-27,1.0,2020-05-19,1.0,2020-05-22,1.0,2020-06-25,1.0,2020-09-04,1.0,2020-09-14
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_39,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,2.0,2020-03-30,2.0,2020-04-22,2.0,2020-04-24,1.0,2020-05-21,2.0,2020-08-24,2.0,2020-09-03
Sendusu,SE201903_(162357C1/132383),SE201903_(162357C1/132383)_39,29275S-4,7197-2,2019-08-26,2019-08-27T09:15:44,1.0,2020-01-16,2.0,2020-03-30,2.0,2020-04-22,2.0,2020-04-24,1.0,2020-06-24,2.0,2020-08-24,2.0,2020-09-03
